grade,track,subject,book,chapter,topic,subtopic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,explanation,source,source_type,source_year
دهم,ریاضی,عربی,عربی,بخش 5,جمع,,متوسط,جمع «معلم» کدام است؟,معلمان,معلمون,تعلیم,معلومة,B,در حالت رفع جمع مذکر سالم «معلمون» است.,ترنم همدلی,original,1405
دهم,ریاضی,عربی,عربی,بخش 6,مفعول,,متوسط,در «قرأ الطالبُ الکتابَ» مفعول چیست؟,الطالب,قرأ,الکتاب,هیچ‌کدام,C,الکتاب مفعول فعل قرأ است.,ترنم همدلی,original,1405
دهم,ریاضی,دین و زندگی,دین و زندگی,بخش 1,توحید,,متوسط,توحید در ربوبیت به چه معناست؟,خداوند مدبر جهان است,انکار خدا,چندخدایی,بی‌نیازی از هدایت,A,ربوبیت به تدبیر و پروردگاری خداوند اشاره دارد.,ترنم همدلی,original,1405
دهم,ریاضی,دین و زندگی,دین و زندگی,بخش 2,نبوت,,متوسط,یکی از نیازهای انسان به پیامبران چیست؟,هدایت الهی,افزایش ثروت,حل همه مسائل علمی,حذف اختیار,A,پیامبران راه هدایت الهی را ارائه می‌کنند.,ترنم همدلی,original,1405
دهم,ریاضی,دین و زندگی,دین و زندگی,بخش 3,معاد,,متوسط,باور به معاد چه اثری می‌تواند داشته باشد؟,مسئولیت‌پذیری,بی‌تفاوتی,بی‌قانونی,ناامیدی,A,باور به حسابرسی می‌تواند مسئولیت‌پذیری را تقویت کند.,ترنم همدلی,original,1405
دهم,ریاضی,دین و زندگی,دین و زندگی,بخش 4,اخلاق,,متوسط,اخلاص یعنی چه؟,انجام عمل برای رضای خدا,انجام کار برای شهرت,ترس از مردم,خودنمایی,A,اخلاص به نیت الهی در عمل اشاره دارد.,ترنم همدلی,original,1405
دهم,ریاضی,دین و زندگی,دین و زندگی,بخش 5,اختیار,,متوسط,اختیار انسان با مسئولیت چه ارتباطی دارد؟,انتخاب زمینه مسئولیت است,هیچ ارتباطی ندارد,اختیار مسئولیت را حذف می‌کند,مسئولیت را ناممکن می‌کند,A,مسئولیت اخلاقی بر انتخاب آگاهانه استوار است.,ترنم همدلی,original,1405
دهم,ریاضی,دین و زندگی,دین و زندگی,بخش 6,هدایت,,متوسط,عقل و وحی چه نقشی در هدایت دارند؟,راهنمایی انسان,ایجاد سردرگمی,حذف انتخاب,افزایش جهل,A,هر دو در چارچوب آموزه دینی ابزار هدایت‌اند.,ترنم همدلی,original,1405
دهم,ریاضی,زبان انگلیسی,زبان انگلیسی,بخش 1,واژگان,,متوسط,"meaning of ""benefit"" چیست؟",فایده,خطر,هزینه,شکست,A,benefit یعنی فایده.,ترنم همدلی,original,1405
دهم,ریاضی,زبان انگلیسی,زبان انگلیسی,بخش 2,گرامر,,متوسط,کدام جمله درست است؟,She has finished her work.,She have finished.,She finish has.,She finishing has.,A,ساختار حال کامل برای she با has است.,ترنم همدلی,original,1405
دهم,ریاضی,زبان انگلیسی,زبان انگلیسی,بخش 3,مجهول,,متوسط,کدام جمله مجهول است؟,Ali wrote the letter.,The letter was written by Ali.,Ali writes letters.,Ali is writing.,B,در جمله دوم فاعل گیرنده عمل است.,ترنم همدلی,original,1405
دهم,ریاضی,زبان انگلیسی,زبان انگلیسی,بخش 4,شرطی,,متوسط,کدام جمله شرطی نوع اول است؟,"If it rains, we will stay home.","If it rained, we would stay.","If it had rained, we would have stayed.",It rains yesterday.,A,شرطی نوع اول معمولاً if+حال و will دارد.,ترنم همدلی,original,1405
دهم,ریاضی,زبان انگلیسی,زبان انگلیسی,بخش 5,درک مطلب,,متوسط,برای فهم ایده اصلی متن چه چیزی مهم است؟,تمرکز بر پیام کلی,حفظ همه کلمات,نادیده گرفتن عنوان,فقط ترجمه یک جمله,A,ایده اصلی پیام کلی متن است.,ترنم همدلی,original,1405
دهم,ریاضی,زبان انگلیسی,زبان انگلیسی,بخش 6,واژگان,,متوسط,"opposite of ""increase"" چیست؟",decrease,improve,expand,raise,A,decrease متضاد increase است.,ترنم همدلی,original,1405
دهم,ریاضی,ریاضی,ریاضی دهم,بخش 1,تابع,,متوسط,اگر f(x)=x² باشد f(-2) چند است؟,-4,-2,2,4,D,(-2)²=4.,ترنم همدلی,original,1405
دهم,ریاضی,ریاضی,ریاضی دهم,بخش 2,معادله,,متوسط,حل x²=9 کدام است؟,3,-3,3 و -3,9,C,ریشه‌های معادله 3 و -3 هستند.,ترنم همدلی,original,1405
دهم,ریاضی,ریاضی,ریاضی دهم,بخش 3,مشتق,,متوسط,مشتق 3x² چیست؟,3x,6x,x²,6,B,مشتق 3x² برابر 6x است.,ترنم همدلی,original,1405
دهم,ریاضی,ریاضی,ریاضی دهم,بخش 4,احتمال,,متوسط,در پرتاب یک تاس سالم احتمال آمدن عدد زوج چیست؟,1/6,1/3,1/2,2/3,C,سه حالت از شش حالت زوج‌اند.,ترنم همدلی,original,1405
دهم,ریاضی,ریاضی,ریاضی دهم,بخش 5,بردار,,متوسط,بردار چه کمیتی است؟,فقط اسکالر,دارای اندازه و جهت,فقط جهت,بدون اندازه,B,بردار هم اندازه و هم جهت دارد.,ترنم همدلی,original,1405
دهم,ریاضی,ریاضی,ریاضی دهم,بخش 6,آمار,,متوسط,میانگین 2،4،6 و 8 چند است؟,4,5,6,20,B,جمع 20 و تقسیم بر 4 برابر 5 است.,ترنم همدلی,original,1405
دهم,ریاضی,فیزیک,فیزیک دهم,بخش 1,حرکت,,متوسط,شتاب متوسط چیست؟,تغییر سرعت تقسیم بر زمان,مسافت تقسیم بر زمان,نیرو تقسیم بر جرم,جرم تقسیم بر زمان,A,a=Δv/Δt.,ترنم همدلی,original,1405
دهم,ریاضی,فیزیک,فیزیک دهم,بخش 2,دینامیک,,متوسط,قانون سوم نیوتن بر چه اصلی استوار است؟,کنش و واکنش,پایستگی جرم,قانون اهم,اصل برنولی,A,نیروهای کنش و واکنش برابر و خلاف جهت‌اند.,ترنم همدلی,original,1405
دهم,ریاضی,فیزیک,فیزیک دهم,بخش 3,الکتریسیته,,متوسط,قانون اهم چیست؟,V=IR,V=I/R,I=VR,R=VI,A,قانون اهم V=IR است.,ترنم همدلی,original,1405
دهم,ریاضی,فیزیک,فیزیک دهم,بخش 4,مغناطیس,,متوسط,میدان مغناطیسی اطراف جریان الکتریکی چگونه ایجاد می‌شود؟,جریان الکتریکی,سکون کامل بار,خلأ,فشار,A,جریان الکتریکی میدان مغناطیسی ایجاد می‌کند.,ترنم همدلی,original,1405
دهم,ریاضی,فیزیک,فیزیک دهم,بخش 5,نوسان,,متوسط,دوره تناوب چیست؟,زمان یک نوسان کامل,تعداد نوسان در ثانیه,دامنه,طول موج,A,دوره زمان یک نوسان کامل است.,ترنم همدلی,original,1405
دهم,ریاضی,فیزیک,فیزیک دهم,بخش 6,انرژی,,متوسط,انرژی پتانسیل گرانشی به چه عواملی وابسته است؟,جرم و ارتفاع,فقط سرعت,فقط زمان,مقاومت,A,U=mgh.,ترنم همدلی,original,1405
دهم,ریاضی,شیمی,شیمی دهم,بخش 1,اتم,,متوسط,ایزوتوپ‌های یک عنصر در چه چیزی متفاوت‌اند؟,تعداد نوترون,تعداد پروتون,نام عنصر,عدد اتمی,A,ایزوتوپ‌ها پروتون یکسان و نوترون متفاوت دارند.,ترنم همدلی,original,1405
دهم,ریاضی,شیمی,شیمی دهم,بخش 2,استوکیومتری,,متوسط,یک مول تقریباً چند ذره دارد؟,6.02×10^23,6.02×10^3,10^23,6.02,A,عدد آووگادرو حدود 6.02×10^23 است.,ترنم همدلی,original,1405
دهم,ریاضی,شیمی,شیمی دهم,بخش 3,محلول,,متوسط,غلظت مولار یعنی چه؟,مول حل‌شونده در لیتر محلول,جرم در گرم,لیتر در مول,فشار در حجم,A,مولاریته mol/L است.,ترنم همدلی,original,1405
دهم,ریاضی,شیمی,شیمی دهم,بخش 4,تعادل,,متوسط,در تعادل شیمیایی چه چیزی برابر می‌شود؟,سرعت واکنش رفت و برگشت,غلظت همه مواد,جرم همه مواد,دما و فشار,A,در تعادل سرعت رفت و برگشت برابر است.,ترنم همدلی,original,1405
دهم,ریاضی,شیمی,شیمی دهم,بخش 5,اسید و باز,,متوسط,کدام ماده در آب یون H+ بیشتری ایجاد می‌کند؟,اسید,باز,نمک خنثی,فلز,A,اسیدها دهنده H+ هستند.,ترنم همدلی,original,1405
دهم,ریاضی,شیمی,شیمی دهم,بخش 6,آلی,,متوسط,گروه عاملی الکل چیست؟,OH-,COOH,NH2,CHO,A,الکل‌ها گروه هیدروکسیل OH دارند.,ترنم همدلی,original,1405
دهم,انسانی,فارسی,فارسی,بخش 1,واژگان,,متوسط,واژه «فرهیخته» به کدام معنا نزدیک‌تر است؟,دانشمند,بی‌تجربه,کم‌حوصله,بی‌تفاوت,A,فرهیخته به فرد دانش‌آموخته و اهل فرهنگ گفته می‌شود.,ترنم همدلی,original,1405
دهم,انسانی,فارسی,فارسی,بخش 2,آرایه,,متوسط,در «قد سرو» کدام آرایه دیده می‌شود؟,تشبیه,تضاد,جناس,سجع,A,قد به سرو مانند شده است.,ترنم همدلی,original,1405
دهم,انسانی,فارسی,فارسی,بخش 3,دستور,,متوسط,در «دانش‌آموزان درس را خواندند» نهاد کدام است؟,درس,دانش‌آموزان,را,خواندند,B,انجام‌دهنده فعل نهاد است.,ترنم همدلی,original,1405
دهم,انسانی,فارسی,فارسی,بخش 4,املاء,,متوسط,کدام واژه درست است؟,تأثیر,تاثیر,تأثیرر,تاثیر,A,املای معیار «تأثیر» است.,ترنم همدلی,original,1405
دهم,انسانی,فارسی,فارسی,بخش 5,قرابت,,متوسط,کدام مفهوم به ارزش دانش نزدیک‌تر است؟,دانایی عامل رشد است,ثروت همیشه کافی است,تلاش بی‌فایده است,یادگیری بی‌ارزش است,A,مفهوم بر اهمیت دانش تأکید دارد.,ترنم همدلی,original,1405
دهم,انسانی,فارسی,فارسی,بخش 6,نگارش,,متوسط,مقدمه خوب چه ویژگی دارد؟,ارتباط با موضوع,بی‌ربطی,تکرار نتیجه,حذف موضوع,A,مقدمه باید زمینه موضوع را فراهم کند.,ترنم همدلی,original,1405
دهم,انسانی,عربی,عربی,بخش 1,ترجمه,,متوسط,معنی «الطلابُ مجتهدون» چیست؟,دانش‌آموزان کوشا هستند,دانش‌آموز کوشاست,معلمان کوشا هستند,دانش‌آموزان غایب‌اند,A,ترجمه جمله همین است.,ترنم همدلی,original,1405
دهم,انسانی,عربی,عربی,بخش 2,اسم فاعل,,متوسط,اسم فاعل «کاتب» به چه معناست؟,نویسنده/نویسنده‌کننده,نوشته‌شده,کتاب,خوانده‌شده,A,کاتب اسم فاعل از کتب است.,ترنم همدلی,original,1405
دهم,انسانی,عربی,عربی,بخش 3,فعل مضارع,,متوسط,«یذهب» چه زمانی را نشان می‌دهد؟,مضارع,ماضی,امر,نهی,A,یذهب فعل مضارع است.,ترنم همدلی,original,1405
دهم,انسانی,عربی,عربی,بخش 4,عدد,,متوسط,«ثلاثة» چه عددی است؟,دو,سه,چهار,پنج,B,ثلاثة یعنی سه.,ترنم همدلی,original,1405
دهم,انسانی,عربی,عربی,بخش 5,جمع,,متوسط,جمع «معلم» کدام است؟,معلمان,معلمون,تعلیم,معلومة,B,در حالت رفع جمع مذکر سالم «معلمون» است.,ترنم همدلی,original,1405
دهم,انسانی,عربی,عربی,بخش 6,مفعول,,متوسط,در «قرأ الطالبُ الکتابَ» مفعول چیست؟,الطالب,قرأ,الکتاب,هیچ‌کدام,C,الکتاب مفعول فعل قرأ است.,ترنم همدلی,original,1405
دهم,انسانی,دین و زندگی,دین و زندگی,بخش 1,توحید,,متوسط,توحید در ربوبیت به چه معناست؟,خداوند مدبر جهان است,انکار خدا,چندخدایی,بی‌نیازی از هدایت,A,ربوبیت به تدبیر و پروردگاری خداوند اشاره دارد.,ترنم همدلی,original,1405
